title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Uchouten Kazoku,"Se sitúa en Kyoto, donde conviven los tanuki, los tengu y los humanos. La historia sigue a la familia Shimogano, una familia de tanukis que vive en el bosque Tadasu no Mori del Templo Shimogamo.",2013,Anime,4.4,151,Finalizado,884,13,"Comedia,Drama,Fantasía,Recuentos de la vida,",https://www3.animeflv.net/anime/uchouten-kazoku,https://www3.animeflv.net/uploads/animes/covers/1074.jpg
Kiniro Mosaic,"La historia está protagonizada por Shinobu Omiya, una chica de quince años japonesa, de apariencia inocente, que pasa un tiempo viviendo en Gran Bretaña. Al volver a Japón echa de menos su época en el extranjero. Un día le llega una carta de Alice, la hija de la familia con la que vivió mientras estuvo en el extranjero, diciéndole que va a ir a Japón. Así la comedia muestra las curiosas vidas de Shinobu, Alice y otras chicas de Japón y Gran Bretaña.",2013,Anime,4.7,248,Finalizado,1997,12,"Comedia,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/kiniro-mosaic,https://www3.animeflv.net/uploads/animes/covers/1069.jpg
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,,2013,Anime,3.4,29,Finalizado,190,3,"Comedia,Magia,",https://www3.animeflv.net/anime/maji-de-otaku-na-english-ribbon-chan-eigo-de-ta,https://www3.animeflv.net/uploads/animes/covers/1099.jpg
Genei wo Kakeru Taiyou,"La historia tiene lugar en un mundo dominado desde antaño por dos tipos de cartas del tarot. El Tarot Diabolos se alimenta de las almas de aquellos que no han pecado y por ello suele causar grandes infortunios. El Tarot Elemental es la fuente de poder de la naturaleza, en oposición al Tarot Diabolos. Los 22 clanes existentes eligen a chicas para hacer uso de las cartas del Tarot Elemental y combatir sin saberlo a otros humanos. Para mantener el balance del mundo, pueden erigirse tanto en ejecutoras con el salvadoras.",2013,Anime,4.3,39,Finalizado,456,14,"Magia,",https://www3.animeflv.net/anime/genei-wo-kakeru-taiyou,https://www3.animeflv.net/uploads/animes/covers/1067.jpg
Gintama Kanketsuhen: Yorozuya yo Eien Nare,,2013,Película,4.6,289,Finalizado,811,1,"Acción,Ciencia Ficción,Comedia,Historico,Parodia,Samurai,Shounen,",https://www3.animeflv.net/anime/gintama-kanketsuhen-yorozuya-yo-eien-nare,https://www3.animeflv.net/uploads/animes/covers/1196.jpg
Senki Zesshou Symphogear G,Segunda temporada de Senki Zesshou Symphogear.,2013,Anime,4.1,175,Finalizado,708,13,"Acción,Ciencia Ficción,Música,",https://www3.animeflv.net/anime/senki-zesshou-symphogear-g,https://www3.animeflv.net/uploads/animes/covers/1061.jpg
Rozen Maiden (2013),Continuación de la serie Rozen Maiden.,2013,Anime,4.4,97,Finalizado,770,13,"Acción,Comedia,Drama,Magia,Seinen,",https://www3.animeflv.net/anime/rozen-maiden-2013,https://www3.animeflv.net/uploads/animes/covers/1064.jpg
Kitakubu Katsudou Kiroku,"En un instituto se ha creado un Kitakubu de chicas que hacen lo que les apetece. El club lo componen Sakura, un espíritu libre que, además,es su presidenta, la combativa Botan, heredera de una escuela de artes marciales antiguas, Claire, que resulta ser la hija del líder de la poderosa agrupación Kokonoe, Karin, una nueva adquisición del club, y Natsuki, que se une por petición de esta última.",2013,Anime,4.2,55,Finalizado,271,12,"Comedia,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/kitakubu-katsudou-kiroku,https://www3.animeflv.net/uploads/animes/covers/1060.jpg
Danganronpa The Animation,"Un grupo de 15 estudiantes de secundaria que sobresalen en sus propios campos (ej:shaman, deportista, Idol) son invitados a la Academia Hope Peak, una secundaria que solo acepta lo mejor de lo mejor. Graduarse de esta academia significa éxito asegurado en la vida. Poco después de llegar, los estudiantes se ven atrapados en la escuela, con todas las entradas y ventanas selladas, por un sádico oso de peluche llamado ""Monokuma"", quien ha tomado control de las instalaciones y les da dos opciones a los estudiantes: 1) Vivir por el resto de sus vidas dentro de las paredes de la escuela, o, 2) intentar escapar de esta ""graduándose"". Para graduarse un estudiante tiene que realizar un ""Asesinato perfecto"", matando a uno de sus compañeros sin ser descubierto por el resto de los estudiantes. Si el culpable es descubierto, este será ""castigado"". Si se sale con la suya, el quedara en libertad y el resto de los estudiantes serán ""castigados"".",2013,Anime,4.5,1373,Finalizado,17897,13,"Acción,Misterio,Psicológico,Terror,",https://www3.animeflv.net/anime/danganronpa-the-animation,https://www3.animeflv.net/uploads/animes/covers/1063.jpg
Servant x Service,"La comedia de vida cotidiana se centra en los empleados de una oficina de distrito del gobierno en una ciudad de Hokkaido.
Allí nos encontramos con un peculiar grupo compuesto por un mujeriego, una adicta a los libros, un fan del cosplay y mucho más. Situaciones comicas y humor.",2013,Anime,4.7,393,Finalizado,2692,13,"Comedia,Recuentos de la vida,",https://www3.animeflv.net/anime/servant-x-service,https://www3.animeflv.net/uploads/animes/covers/1059.jpg
Senki Zesshou Symphogear G OVA,Episodios cortos originales incluidos en los volúmenes 5 y 6 de los BD/DVD.,2013,OVA,4.5,42,Finalizado,264,2,"Acción,Ciencia Ficción,Música,",https://www3.animeflv.net/anime/senki-zesshou-symphogear-g-ova,https://www3.animeflv.net/uploads/animes/covers/1276.jpg
Ro-Kyu-Bu! SS,"La historia se centra en un estudiante novato de instituto llamado Subaru Hasegawa que se une al equipo de baloncesto, aunque este se cierra cuando el capitán es acusado de lolicon. Subaru acaba entrenando un equipo de baloncesto de chicas de primaria con cinco niñas pequeñas.",2013,Anime,4.4,85,Finalizado,735,12,"Comedia,Deportes,Ecchi,Escolares,",https://www3.animeflv.net/anime/ro-kyu-bu-ss,https://www3.animeflv.net/uploads/animes/covers/1072.jpg
Love Lab,"La academia femenina Fujisaki es conocida por su cuerpo escolar repleto de grandes estudiantes, la más famosa de ellas es Maki, presidenta del consejo estudiantil y admirada por todos sus compañeros, por su carácter calmado y su buena educación. Por otra parte está Kurahashi Riko, también muy admirada, pero por ser una chica muy directa y una personalidad algo masculina, asi, Riko accidentalmente se choca con Maki, cuando está practicando a dar besos con una almohada, oh sorpresa, descubre que Maki no es como todo el mundo piensa. Riko se verá obligada a guardar el secreto de Maki y a ayudarla a practicar en todos los aspectos habituales de un romance.",2013,Anime,4.6,293,Finalizado,2171,13,"Comedia,Escolares,Romance,",https://www3.animeflv.net/anime/love-lab,https://www3.animeflv.net/uploads/animes/covers/1062.jpg
Stella Jogakuin Koutouka C3-bu,"Yura Yamato acaba de llegar al instituto femenino Stella, y Sonora Kashima la invita a unirse a un club llamado C3. Sonora es una estudiante de tercer año que se ha convertido en la nueva presidenta del club de juegos de supervivencia. Entre el resto de miembros encontramos a dos estudiantes de segundo año y otros dos nuevos estudiantes (Rento Kirishima, cuya familia regenta un local de dulces japoneses y el pequeño Yachiyo Hinata).",2013,Anime,4.6,138,Finalizado,466,13,"Deportes,Escolares,Militar,",https://www3.animeflv.net/anime/stella-jogakuin-koutouka-c3-bu,https://www3.animeflv.net/uploads/animes/covers/1065.jpg
Free!,"La historia gira en torno a Haruka Nanase, un muchacho al que siempre le ha gustado estár en el agua y nadar. Antes de graduarse de la escuela primaria, participó en un torneo de natación junto a sus compañeros del club de natación: Makoto Tachibana, Nagisa Hazuki y Rin Matsuoka. Tras conseguir la victoria, cada uno de los chicos siguió su propio camino. El tiempo ha pasado, y en mitad del instituto, Rin aparece y reta a Haruka a una carrera, demostrando a este lo bueno que es. Haruka no quiere que eso acabe así, así que reúne de nuevo a Makoto y a Nagisa, así como a un nuevo miembro llamado Rei Ryugazaki, para formar el club de natación del Instituto Iwatobi. Haruka, Makoto Nagisa, Rei y Rin vivirán juntos una historia de natación, juventud y amistad.",2013,Anime,4.6,945,Finalizado,13430,12,"Comedia,Deportes,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/free,https://www3.animeflv.net/uploads/animes/covers/1029.jpg
Gifu Dodo!! Kanetsugu and Keiji,,2013,Anime,3.5,32,Finalizado,107,25,"Acción,Artes Marciales,Historico,Samurai,Seinen,",https://www3.animeflv.net/anime/gifu-dodo-kanetsugu-and-keiji,https://www3.animeflv.net/uploads/animes/covers/1053.jpg
Senyu Dai 2 Ki,"Un día de la nada en nuestro mundo, aparece un gigantesco agujero, de los que emergen distintos demonios. El Rey de nuestro mundo piensa que es el presagio del regreso del Gran Rey Demonio Rukimedsu, quien fue sellado originalmente por el héroe Kureashion hace mil años. Tras este acontecimiento el rey decreta que se presenten ante el los descendientes del héroe, a lo que aparecen 75 descendientes. Al final el héroe numero #45 llamado Aruba (o Alba, interpretado por Hiro Shimono), y Rosu ( o Ross, interpretado por Yuichi Nakamura) guerrero del palacio un poco sádico, unen sus fuerzas y ahí comienza la historia.",2013,Anime,4.4,44,Finalizado,253,13,"Acción,Comedia,Fantasía,Parodia,Shounen,",https://www3.animeflv.net/anime/senyu-dai-2-ki,https://www3.animeflv.net/uploads/animes/covers/1056.jpg
Tamayura - More Aggressive,"La protagonista es Fu Sawatari recordando cómo se mudó a Takehara, el pueblo natal de su difunto padre, la primavera anterior. Ahora va a comenzar su segundo año de instituto. La serie continuará justo donde se quedó la anterior temporada, tal y como anunciaba el director y creador Junichi Sato.",2013,Anime,3.8,42,Finalizado,162,12,"Comedia,Drama,Recuentos de la vida,",https://www3.animeflv.net/anime/tamayura-more-aggressive,https://www3.animeflv.net/uploads/animes/covers/1058.jpg
Inu to Hasami wa Tsukaiyou,"No hay nada más agradable en el mundo para Harumi Kazuhito que leer. Pasa sus días encerrado en los libros. Pero una noche, cuando estaba disfrutando de una buena historia en un café, un ladrón entra de forma violenta y pone en peligro a la gente que se encontraba adentro. Kazuhito no es del tipo heroico, pero algo se apoderó de él y trató de someter al ladrón sólo para ser asesinado. Cuando volvió en sí, él renació como un perro bajo el cuidado de uno de los clientes que se encontraban en el café esa noche, Natsuno Kirihime. A través de algún tipo de conexión, puede escuchar los pensamientos de Kirihime Kazuhito como un perro. Desafortunadamente para Kazuhito, Kirihime tiene una personalidad sádica y una afición a las tijeras.
",2013,Anime,4.6,283,Finalizado,3276,12,"Comedia,Sobrenatural,",https://www3.animeflv.net/anime/inu-to-hasami-wa-tsukaiyou,https://www3.animeflv.net/uploads/animes/covers/1052.jpg
Brothers Conflict,"Ema es una muchacha que vive con su madre, la cual vuelve a casarse y deciden mudarse a casa de su nuevo marido, la de la familia Asahina. En dicha casa, la joven se topa con la noticia de que tendrá que convivir con once hermanos, pero la llegada de una chica a una casa repleta de hombres no tarda en ponerlo todo patas arriba. Los muchachos no consiguen ver a Ema como solo una hermana y los amores prohibidos comienzan a surgir.",2013,Anime,4.5,428,Finalizado,3959,14,"Harem,Romance,Shoujo,",https://www3.animeflv.net/anime/brothers-conflict,https://www3.animeflv.net/uploads/animes/covers/1055.jpg
Ark IX,"Su historia sucede 150 años después de que la humanidad haya perdido la mitad del planeta a causa de una misteriosa niebla negra. Para contener dicha niebla, los seres humanos se vieron en la necesidad de construir un muro de 3.000 metros de alto que divide la Tierra en dos. Los supervivientes, la mitad de la población del planeta, deben confinarse en unas ciudades conocidas como ‘las arcas’. En la novena arca, Enishi Shidô gestiona una agencia de detectives para descubrir toda una conspiración relacionada como el síndrome de Rivigarudo, que convierte en mutantes a sus víctimas.",2013,OVA,3.7,30,Finalizado,194,1,"Acción,",https://www3.animeflv.net/anime/ark-IX,https://www3.animeflv.net/uploads/animes/covers/1460.jpg
Hyakka Ryouran: Samurai Bride Specials,,2013,OVA,4.5,30,Finalizado,424,6,"Comedia,Ecchi,",https://www3.animeflv.net/anime/hyakka-ryouran-samurai-bride-specials,https://www3.animeflv.net/uploads/animes/covers/2220.jpg
Ghost in the Shell: Arise,"Ghost in the shell ARISE es la precuela de la serie original (manga). La historia se sitúa en el año 2027, justo un año después de la Cuarta Guerra Mundial.
Enmarcado dentro de un ambiente futurista, los seres humanos han sido capaces de incorporar implantes cibernéticos en su cuerpo y con esto logran aumentar sus capacidades naturales. La cibernetización y los robots son algo común y muy habitual en este ámbito netamente cyber-punk. La Mayor Motoko Kusanagi, se verá involucrada en una investigación criminal cibernética.",2013,Película,4.4,53,Finalizado,612,4,"Ciencia Ficción,Mecha,Policía,Psicológico,",https://www3.animeflv.net/anime/ghost-in-the-shell-arise,https://www3.animeflv.net/uploads/animes/covers/1049.jpg
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,2013,OVA,4.5,44,Finalizado,298,1,"Comedia,Deportes,Ecchi,Escolares,",https://www3.animeflv.net/anime/ro-kyu-bu-tomoka-no-ichigo-sundae,https://www3.animeflv.net/uploads/animes/covers/1047.jpg
Rescue Me!,"La trama de la historia nos habla de la cómica relación entre Masayuki Mizutani, un joven cualquiera de preparatoria junto con Sayaka Shimizu, su compañera de clases quien además vive en su casa trabajando en el servicio doméstico. Su problema es que es demasiado encimosa, celosa y entrometida. En muchos casos, como buen anime hentai, varias situaciones tendrán notables momentos eróticos.",2013,OVA,4.3,195,Finalizado,2082,1,"Ecchi,Harem,Romance,",https://www3.animeflv.net/anime/rescue-me,https://www3.animeflv.net/uploads/animes/covers/1080.jpg
Mirai Nikki Redial,"La historia de Mirai Nikki Redial se sitúa en el tercer universo, donde Yuno Gasai ha recuperado sus recuerdos y marcha a su encuentro con Yukiteru Amano.",2013,OVA,4.6,685,Finalizado,5937,1,"Acción,Psicológico,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/mirai-nikki-redial,https://www3.animeflv.net/uploads/animes/covers/1050.jpg
Chuunibyou Demo Koi ga Shitai!: Kirameki no... Slapstick Noe,"Episodio no transmitido en TV, incluido como extra en el último release de BD/DVDs de la serie.
",2013,OVA,4.8,457,Finalizado,4386,1,"Comedia,Escolares,",https://www3.animeflv.net/anime/chuunibyou-demo-koi-ga-shitai-kirameki,https://www3.animeflv.net/uploads/animes/covers/1046.jpg
Magical☆Star Kanon 100%,"El spinoff Magical Star Kanon 100% se centra en la idol Kanon Nakagawa, aunque ahora será una chica mágica.",2013,OVA,4.4,21,Finalizado,134,1,"Magia,Música,Shounen,",https://www3.animeflv.net/anime/magicalstar-kanon-100,https://www3.animeflv.net/uploads/animes/covers/1057.jpg
Hal,"La historia está protagonizada por Kurumi y Hal, una pareja de enamorados que sufre un accidente de avión estando de viaje. Kurumi sobrevive, pero Hal muere en el accidente. Kurumi ha perdido la ilusión por la vida, y entonces le proporcionan un androide Q01 como “robo Hal” para que le haga compañía. Poco a poco Kurumi va abriéndose al androide, pero…",2013,Película,4.6,304,Finalizado,2126,1,"Ciencia Ficción,Romance,Shoujo,",https://www3.animeflv.net/anime/hal,https://www3.animeflv.net/uploads/animes/covers/1194.jpg
Kingdom 2,"2ª Temporada del Anime Kingdom, donde Shin sueña en convertirse en algún día en convertirse el ""Señor de la Guerra"" y reunificar junto al rey de Quin -Ei Sei- toda China en una sola nación.",2013,Anime,4.6,304,Finalizado,1097,39,"Acción,Historico,Militar,Seinen,",https://www3.animeflv.net/anime/kingdom-2,https://www3.animeflv.net/uploads/animes/covers/1038.jpg
Kotonoha no Niwa,"Takao, quien está entrenando para convertirse en un zapatero, se salta la escuela para dibujar zapatos en un jardín de estilo japonés, un día se encuentra con una misteriosa mujer, Yukino, que es mayor que él. Los dos se comienzan a ver una y otra vez, pero sólo en días de lluvia. Con el tiempo ellos empiezan a profundizar su relación y a abrirse el uno al otro. Pero el final de la temporada de lluvias está muy cerca...",2013,Película,4.5,916,Finalizado,5553,1,"Drama,Psicológico,Recuentos de la vida,Romance,",https://www3.animeflv.net/anime/kotonoha-no-niwa,https://www3.animeflv.net/uploads/animes/covers/1027.jpg
Yuyushiki: Nyanyashiki,Especiales traídos en los volúmenes BD/DVD.,2013,OVA,4.6,45,Finalizado,200,6,"Comedia,",https://www3.animeflv.net/anime/yuyushiki-nyanyashiki,https://www3.animeflv.net/uploads/animes/covers/2391.jpg
Tenshi no Drop,"La historia tiene como protagonistas a Botan y Shinobu, dos amigas de la infancia que se matriculan en la academia para niñas, Santa Azumaria. Allí conocerán a Un-chan, un ángel quien las pondrá en situaciones la mar de extrañas.",2013,OVA,3.1,59,Finalizado,258,1,"Comedia,Ecchi,Shounen,Yuri,",https://www3.animeflv.net/anime/tenshi-no-drop,https://www3.animeflv.net/uploads/animes/covers/1101.jpg
Inazuma Eleven Go: Galaxy,"Es la nueva serie de Inazuma Eleven y la 3era temporada de Inazuma Eleven Go. El Campeonato mundial de Jóvenes de fútbol (Football Frontier International Vision 2 ""FFIV2"") se lleva a cabo, Shinsei Inazuma nace para representar a Japon en el equipo hay jugadores nunca antes vistos a excepcion de Tenma siendo el capitan, Tsurugi y Shindou",2013,Anime,4.1,235,Finalizado,1018,43,"Deportes,Shounen,Superpoderes,",https://www3.animeflv.net/anime/inazuma-eleven-go-galaxy,https://www3.animeflv.net/uploads/animes/covers/1024.jpg
Miyakawa-ke no Kuufuku,"Spin-off de Lucky Star: protagonizado por las hermanas Hinata y Hikage Miyakawa y su pobre vida en casa ""por culpa de la manía de Hinata de malgastar"", así como en la vida de Hikage en primaria.",2013,OVA,4.6,64,Finalizado,571,10,"Recuentos de la vida,",https://www3.animeflv.net/anime/miyakawa-ke-no-kuufuku,https://www3.animeflv.net/uploads/animes/covers/1022.jpg
Koitabi ~True Tours Nanto,El corto contará tres historias de amor ambientadas en la ciudad de Nanto.,2013,OVA,4.6,51,Finalizado,387,6,"Romance,",https://www3.animeflv.net/anime/koitabi-true-tours-nanto,https://www3.animeflv.net/uploads/animes/covers/1191.jpg
Steins;Gate Fuka Ryoiki no Deja vu,"Película de Steins;Gate realizada por el mismo equipo que hizo la serie de anime. El guión se la película es totalmente nuevo y se situa argumentalmente después del anime, en una línea de universo alternativa.",2013,Película,4.8,691,Finalizado,2019,1,"Ciencia Ficción,Suspenso,",https://www3.animeflv.net/anime/steins-gate-fuka-ryoiki-no-deja-vu,https://www3.animeflv.net/uploads/animes/covers/1182.jpg
Detective Conan Movie 17: Private Eye in the Distant Sea,"En esta ocasión el Detective Conan se enfrentará ante un reto sin igual: el cadaver de un oficial de las fuerzas armadas de Japón ha sido encontrado muerto cerca de un puerto, para encontrar al culpable Conan se enfrentará a un espía internacional conocido como X, que sera un gran obstáculo al poner en peligro la vida de su amiga Ran.
",2013,Película,4.6,47,Finalizado,310,1,"Aventuras,Comedia,Misterio,Policía,Shounen,",https://www3.animeflv.net/anime/detective-conan-movie-17,https://www3.animeflv.net/uploads/animes/covers/1731.jpg
Iron Man: Rise of Technovore,,2013,OVA,4.3,20,Finalizado,298,1,"Acción,Mecha,",https://www3.animeflv.net/anime/iron-man-rise-of-technovore,https://www3.animeflv.net/uploads/animes/covers/1021.jpg
Aura: Maryuuinkouga Saigo no Tatakai,"La historia gira en torno a Ichirou “Menzu” Satou, un estudiante de primer año de instituto. Una noche al llegar a casa se da cuenta de que ha dejado el libro de texto en el colegio, así que decide ir a buscarlo. Una vez allí, mientras intenta entrar sin hacer ruido para no llamar la atención, se topa con una chica preciosa que dice ser una bruja llegada desde un mundo paralelo.",2013,Película,4.7,444,Finalizado,4138,1,"Comedia,Drama,Escolares,Romance,Sobrenatural,",https://www3.animeflv.net/anime/aura-maryuuinkouga-saigo-no-tatakai,https://www3.animeflv.net/uploads/animes/covers/1202.jpg
Hentai Ouji to Warawanai Neko,"Youto Yokodera es un estudiante de instituto que está más salido que el pico de una mesa, pero cada vez que demuestra lo pervertido que es, sus acciones son malinterpretadas y parecen actos de lo más puros. Sin embargo, Youto está harto de tener esta buena prensa y quiere que lo consideren el marrano que es. Un buen día se entera de que hay una estatua de un gato al cual si se le hace una ofrenda, tus deseos se cumplirán, así que Youto le ofrece uno de sus objetos más preciados: una dakimakura. Mientras pide su deseo, se encuentra con una chica en el mismo lugar, Tsukiko Tsutsukakushi, la cual viene a pedir a la estatua que quiere dejar de sentirse obligada a expresar sus sentimientos en cada ocasión, porque cree que eso la hace parece más infantil. Y así, los dos comienzan su nueva vida tras haber pedido sus deseos.",2013,Anime,4.5,976,Finalizado,9035,12,"Comedia,Escolares,Harem,Romance,Seinen,Sobrenatural,",https://www3.animeflv.net/anime/hentai-ouji-to-warawanai-neko,https://www3.animeflv.net/uploads/animes/covers/1015.jpg
Valvrave the Liberator,"Kakumeiki Valvrave tiene lugar en una era en la que el 70% de la raza humana vive en el espacio debido al desarrollo de colonias o ciudades espaciales. Entre dos poderosas facciones, la Federación Militar Dorushia y los Estados Unidos del Anillo Atlántico, se sitúa una pequeña nación neutral llamada Jiooru que ha prosperado económicamente. El protagonista, Haruto Tokishima, es un estudiante de instituto que vive en Jiooru. Cuando el ejército de Dorushia invade Jiooru, Haruto encontrará el arma de forma humanoide conocido como ?Valvrave?.",2013,Anime,4.7,239,Finalizado,2442,12,"Acción,Espacial,Mecha,",https://www3.animeflv.net/anime/valvrave-the-liberator,https://www3.animeflv.net/uploads/animes/covers/1013.jpg
Toaru Kagaku no Railgun S,"Segunda temporada de To Aru Kagaku no Railgun. En esta nueva temporada será explicado con mucho mayor detalle el arco de ''Las Sisters'' que en To Aru Majutsu no Index, enfocándose más al pasado de Misaka Mikoto.",2013,Anime,4.5,540,Finalizado,2433,24,"Acción,Ciencia Ficción,Superpoderes,",https://www3.animeflv.net/anime/toaru-kagaku-no-railgun-s,https://www3.animeflv.net/uploads/animes/covers/1014.jpg
Aiura,"La historia se centra alrededor de Amaya, Iwasawa y Uehara ?Tres molestosas chicas de preparatoria sin espíritu ni motivación""? y sus compañeros de clases.
",2013,Anime,4.5,71,Finalizado,619,12,"Comedia,Escolares,Recuentos de la vida,Shounen,",https://www3.animeflv.net/anime/aiura,https://www3.animeflv.net/uploads/animes/covers/1011.jpg
Hayate no Gotoku! Cuties,"Cada episodio estará ?lleno de risas, amor y un poquito de soledad?, trata sobre los distintos personajes y seguirá una ruta diferente. La planificación de los primeros diez episodios es la siguiente: Episodio 1: Hayate Ayasaki Episodio 2: Nagi Sanzenin Episodio 3: Athena Tenn?su Episodio 4: Isumi Saginomiya y Sakuya Aizawa Episodio 5: Hinagiku Katsura Episodio 6: Izumi Segawa y otro personaje Episodio 7: Ruka Suirenji Episodio 8: Ayumu Nishizawa Episodio 9: Chiharu Harukaze y Kayura Tsurugino Episodio 10: Maria",2013,Anime,4.5,64,Finalizado,562,12,"Comedia,Harem,Parodia,Romance,Shounen,",https://www3.animeflv.net/anime/hayate-no-gotoku-cuties,https://www3.animeflv.net/uploads/animes/covers/1006.jpg
Arata Kangatari,"Cada 30 años, una nueva princesa es elegida entre las mujeres del clan Hime. El momento ha llegado de nuevo, y la única mujer nacida en el clan Hime en los últimos años es la quinceañera Arata. El único problema... Es que Arata es en realidad un hombre, forzado por su abuela a ocupar el lugar de la princesa hasta que se encuentre una mujer de verdad, Arata acude al festival solo para ser testigo del asesinato de la princesa actual a manos de sus propios guardias. Ahora, acusado injustamente de ser el asesino de la princesa, Arata huye para salvar su vida... hasta que, de pronto, Un Arata de nuestro mundo se intercambia con el otro Arata",2013,Anime,4.5,151,Finalizado,2221,12,"Aventuras,Fantasía,Shounen,",https://www3.animeflv.net/anime/arata-kangatari,https://www3.animeflv.net/uploads/animes/covers/1007.jpg
Sparrow's Hotel,,2013,Anime,3.4,25,Finalizado,56,1,"Comedia,",https://www3.animeflv.net/anime/sparrows-hotel,https://www3.animeflv.net/uploads/animes/covers/1009.jpg
Mushibugyo,"Tsukishima Jinbee es un guerrero que tiene como principal objetivo ser el mejor guerrero, bajo la creencia de que un guerrero débil no merece ser llamado como tal, es por esto que entrena muy fuertemente a diario, Hasta que un dia es llamado a la Ciudad de Edo, a unirse a una nueva división llamada ""Mushibugyo"" que se dedica a cuidar de la ciudad, lo que el no sabe es que la ciudad se encuentra bajo los ataques de enormes insectos. Jinbee y los miembros del ""Mushibugyo"" no descansará hasta eliminar esta rara amenaza.",2013,Anime,4.5,221,Finalizado,2148,26,"Acción,Artes Marciales,Fantasía,Historico,Samurai,Shounen,Superpoderes,",https://www3.animeflv.net/anime/mushibugyo,https://www3.animeflv.net/uploads/animes/covers/1005.jpg
Suisei no Gargantia,"En un futuro distante,la alianza galáctica humana ha estado constantemente luchando para su supervivencia contra unos seres llamados ""Hidiaasu"". Durante una intensa batalla, el joven teniente Redo y su arma móvil humanoide son tragados por una distorsión del espacio y del tiempo en el planeta Tierra. En este planeta inundado por los mares, las personas viven en flotas de gigantes buques. Redo llega a uno de las flotas llamada Gargantia. Sin ningún conocimiento acerca de este planeta, historia o cultura, el es forzado a vivir junto a Amy, quien sirve como mensajera abordo de Gargantia, y le ayudara a adaptarse a una vida pacifica.",2013,Anime,4.7,361,Finalizado,3536,15,"Acción,Aventuras,Ciencia Ficción,Mecha,",https://www3.animeflv.net/anime/suisei-no-gargantia,https://www3.animeflv.net/uploads/animes/covers/1001.jpg
Ore No Imouto Ga Konnani Kawaii Wake Ga Nai 2,"Segunda Temporada de OreImo: Kosaka Kyosuke edad 17 años, un estudiante normal de secundaria, no se lleva bien con su hermanana menor, Kirino, en años, hasta donde el recuerda, Kirino siempre le ve con desprecio. Parecia como si la relación entre Kyosuke y su hermana, ahora de 14 años, seguiría así para siempre. Un día, sin embargo, Kyosuke encuentra una caja de DVD de un anime Magical Girls titulado Hoshikuzu Bruja Merle (Stardust Bruja Merle), que había caído en un pasillo de su casa. Para sorpresa de Kyosuke, dentro de la caja esta oculto un Ero-Game (video juego para adulto) titulado imoto a Koishiyo (Let's Fall in Love Little Sister), Kyosuke intenta descubrir el culpable, trayendo el tema del anime durante la cena familiar. Todo lo que sale es una fuerte reacción negativa de sus padres, especialmente su padre un anti-otaku. Esa noche, Kirino irrumpe en la habitación de Kyosuke, en tal vez la primera conversación que ha iniciado con él en años, dice que ""tiene cosas de qué hablar"".",2013,Anime,4.1,819,Finalizado,4884,16,"Comedia,Recuentos de la vida,Romance,Seinen,",https://www3.animeflv.net/anime/ore-no-imouto-ga-konnani-kawaii-wake-ga-nai-2,https://www3.animeflv.net/uploads/animes/covers/996.jpg
Shingeki no Kyojin,"La historia nos traslada a un mundo en el que la humanidad estuvo a punto de ser exterminada cientos de años atrás por los gigantes. Los gigantes son enormes, parecen no ser inteligentes y devoran seres humanos. Lo peor es que parece que lo hacen por placer y no por alimentarse. Una pequeña parte de la humanidad ha conseguido sobrevivir protegiéndose en una ciudad con unos altísimos muros, más altos que el mayor de los gigantes. La ciudad vive su vida tranquila, y hace más de 100 años que ningún gigante aparece por allí. Eren y su hermana adoptiva Mikasa son todavía unos adolescentes cuando ven algo horroroso: un gigante mucho mayor que todos los que la humanidad había conocido hasta el momento está destruyendo los muros de la ciudad. No pasa mucho tiempo hasta que los gigantes entran por el hueco abierto en el muro y comienzan a devorar a la gente.",2013,Anime,4.6,7270,Finalizado,69218,25,"Acción,Drama,Fantasía,Shounen,Superpoderes,",https://www3.animeflv.net/anime/shingeki-no-kyojin,https://www3.animeflv.net/uploads/animes/covers/999.jpg
Namiuchigiwa no Muromi-san,"Muromi, una sirena que suele hablar con acento Hataka. Ella, de repente es atrapada por Takurou Mukoujima, un chico en el club de pesca de su escuela secundaria.",2013,Anime,4.3,48,Finalizado,423,13,"Comedia,Fantasía,Recuentos de la vida,",https://www3.animeflv.net/anime/namiuchigiwa-no-muromi-san,https://www3.animeflv.net/uploads/animes/covers/997.jpg
